1000,0.000999928
1100,0.001000166
1200,0.001999855
1300,0.001999855
1400,0.001999855
1500,0.001999855
1600,0.003000021
1700,0.003000021
1800,0.003000021
1900,0.002000093
2000,0.002999783
2100,0.003000021
2200,0.003000021
2300,0.005000114
2400,0.003000021
2500,0.005000114
2600,0.003000021
2700,0.003999949
2800,0.004000187
2900,0.005000114
3000,0.007999897
3100,0.004000187
3200,0.005000114
3300,0.004000187
3400,0.005000114
3500,0.004000187
3600,0.003999949
3700,0.006000042
3800,0.005999804
3900,0.004999876
4000,0.007999897
4100,0.006000042
4200,0.005000114
4300,0.005000114
4400,0.006000042
4500,0.006999969
4600,0.006999969
4700,0.006000042
4800,0.005999804
4900,0.008000135
5000,0.006000042
5100,0.009000063
5200,0.009000063
5300,0.00999999
5400,0.01699996
5500,0.007000208
5600,0.012000084
5700,0.009000063
5800,0.007999897
5900,0.013000011
6000,0.009000063
6100,0.012000084
6200, 0.0119998455048
6300, 0.010999917984
6400, 0.00999999046326
6500, 0.00899982452393
6600, 0.194999933243
6700, 0.0490000247955
6800, 0.0139999389648
6900, 0.0629999637604
7000, 0.0909998416901
7100, 0.0750000476837
7200, 0.43700003624
